,gpas_uw,gpas_w,gpas_max,act_score,sat_score,stanford_admit,hook_admit,competetive,ap_count,ivy_admit,top_25_admit
0,4.0,6.106,7.0,30.0,1490.0,FALSE,1,1,38,FALSE,FALSE
1,2.8,3.0,3.0,,1500.0,FALSE,1,0,24,FALSE,FALSE
2,3.36,3.36,3.36,,1330.0,FALSE,0,1,13,FALSE,TRUE
3,3.99,3.99,3.99,30.0,1520.0,FALSE,0,0,14,FALSE,TRUE
4,3.9,3.9,3.9,,1550.0,FALSE,0,0,35,FALSE,FALSE
5,3.95,4.25,4.25,27.0,1200.0,FALSE,0,0,56,FALSE,FALSE
6,3.9,4.2,4.6,,1370.0,FALSE,0,1,31,FALSE,TRUE
7,3.8,3.8,3.8,34.0,1500.0,FALSE,0,0,4,FALSE,FALSE
8,,,,,,FALSE,0,0,1,FALSE,FALSE
9,3.752,93.8,93.8,36.0,1590.0,FALSE,0,0,2,FALSE,TRUE
10,4.0,4.3,4.56,28.0,1420.0,FALSE,0,0,53,FALSE,FALSE
11,4.0,4.0,4.0,36.0,1590.0,FALSE,0,1,39,FALSE,FALSE
12,3.75,4.25,4.25,32.0,1430.0,FALSE,0,1,28,FALSE,FALSE
13,4.0,4.575,4.575,31.0,1450.0,TRUE,1,0,16,FALSE,TRUE
14,4.15,4.15,4.15,,1340.0,FALSE,0,1,9,FALSE,FALSE
15,3.93,3.93,3.93,31.0,1400.0,FALSE,0,0,50,FALSE,FALSE
16,3.47,3.5,3.5,,1420.0,FALSE,0,1,22,FALSE,FALSE
17,3.55,4.2,4.2,,,FALSE,0,0,5,FALSE,TRUE
18,3.95,4.8,5.3,35.0,1550.0,FALSE,0,1,35,TRUE,TRUE
19,3.75,4.218,4.218,,,FALSE,1,0,38,TRUE,TRUE
20,3.83,3.83,3.83,,1490.0,FALSE,1,1,52,FALSE,FALSE
21,3.77,4.33,4.33,,1590.0,FALSE,0,1,15,FALSE,FALSE
22,4.0,4.6,4.6,36.0,1560.0,FALSE,0,0,41,FALSE,FALSE
23,3.8,3.97,3.97,,1590.0,FALSE,0,1,29,FALSE,FALSE
24,3.7,4.6,4.6,,1540.0,FALSE,0,0,5,FALSE,FALSE
25,3.93,4.0,4.0,,,FALSE,1,0,11,FALSE,TRUE
26,4.0,4.0,4.0,32.0,1540.0,FALSE,0,0,20,FALSE,FALSE
27,3.9,4.6,4.6,,1540.0,FALSE,0,1,16,TRUE,TRUE
28,3.95,3.95,3.95,36.0,1440.0,FALSE,0,1,6,FALSE,FALSE
29,3.963,4.33,4.333,,,FALSE,1,1,10,FALSE,TRUE
30,4.5,4.5,4.5,,1580.0,FALSE,1,0,34,TRUE,TRUE
31,,,,28.0,1300.0,FALSE,0,0,12,FALSE,TRUE
32,3.3,4.0,4.0,,,FALSE,0,1,26,FALSE,FALSE
33,3.4,4.0,4.0,32.0,1460.0,FALSE,1,0,23,FALSE,FALSE
34,3.6,4.3,4.3,35.0,1500.0,FALSE,0,0,3,FALSE,FALSE
35,3.94,4.29,4.71,31.0,1490.0,FALSE,1,1,37,TRUE,TRUE
36,,,,,1470.0,FALSE,0,1,8,TRUE,TRUE
37,3.78,4.2,4.2,35.0,1540.0,FALSE,0,0,17,FALSE,FALSE
38,3.7,4.0,4.0,,1530.0,FALSE,1,1,24,FALSE,TRUE
39,3.83,3.98,3.98,,,FALSE,0,1,15,FALSE,FALSE
40,3.85,4.2,4.2,,1550.0,FALSE,1,0,34,FALSE,FALSE
41,3.75,4.55,4.55,,1550.0,FALSE,1,1,35,FALSE,FALSE
42,4.0,4.6,4.6,,,FALSE,1,0,13,TRUE,TRUE
43,,,,,,FALSE,1,0,28,FALSE,FALSE
44,4.0,4.5,4.5,,1550.0,FALSE,0,1,17,FALSE,FALSE
45,4.0,4.8,4.8,,1600.0,TRUE,1,1,6,TRUE,TRUE
46,3.2,4.0,4.0,,1490.0,FALSE,0,1,17,TRUE,TRUE
47,3.89,4.86,4.86,,1540.0,TRUE,1,1,38,TRUE,TRUE
48,4.0,4.0,4.0,35.0,1540.0,TRUE,1,0,37,TRUE,TRUE
49,4.5,4.5,4.52,,,FALSE,1,0,13,FALSE,TRUE
50,3.4,3.98,3.98,34.0,1500.0,FALSE,0,0,22,FALSE,FALSE
51,4.0,4.85,4.85,24.0,1180.0,FALSE,1,0,63,FALSE,TRUE
52,,,,,,FALSE,0,0,0,FALSE,FALSE
53,3.6,4.0,4.0,,,FALSE,0,0,14,FALSE,FALSE
54,,,,,,FALSE,1,0,0,FALSE,FALSE
55,3.93,4.23,4.36,,1500.0,FALSE,0,1,9,FALSE,TRUE
56,3.8848,97.12,97.12,,,FALSE,0,0,5,FALSE,TRUE
57,4.7,4.7,4.7,28.0,1490.0,FALSE,0,1,11,FALSE,FALSE
58,3.93,4.4,4.4,,,FALSE,0,0,13,FALSE,TRUE
59,3.9,4.8,4.8,,1570.0,FALSE,0,1,42,FALSE,TRUE
60,3.8,4.4,4.4,,,FALSE,0,0,31,TRUE,TRUE
61,,,,,,FALSE,0,1,6,FALSE,FALSE
62,3.89,4.35,4.35,,,FALSE,0,1,20,FALSE,FALSE
63,4.0,4.0,4.0,,,FALSE,0,0,29,FALSE,TRUE
64,4.95,4.95,5.0,,1460.0,FALSE,0,0,4,FALSE,FALSE
65,,,,,,FALSE,0,0,4,FALSE,FALSE
66,4.0,4.3,4.3,35.0,1540.0,FALSE,0,1,31,TRUE,TRUE
67,4.13,4.13,4.13,33.0,1460.0,FALSE,0,0,6,TRUE,TRUE
68,,,,,,FALSE,0,0,4,FALSE,FALSE
69,3.238,3.238,3.238,,,FALSE,0,0,3,FALSE,FALSE
70,,,,,,FALSE,0,0,0,FALSE,FALSE
71,,,,,1600.0,FALSE,0,0,17,FALSE,TRUE
72,,,,,,FALSE,0,0,0,FALSE,FALSE
73,3.97,3.97,3.97,,,FALSE,0,0,4,TRUE,TRUE
74,4.6,4.6,4.83,35.0,1400.0,FALSE,0,0,20,TRUE,TRUE
75,4.41,4.41,4.41,35.0,1540.0,FALSE,0,0,12,FALSE,FALSE
76,4.1,4.1,4.6,33.0,1460.0,FALSE,0,1,13,FALSE,FALSE
77,4.0,4.61,4.61,35.0,1570.0,FALSE,0,0,5,FALSE,FALSE
78,3.99,4.4,4.6,34.0,1500.0,FALSE,0,1,19,FALSE,FALSE
79,3.93,5.2,5.2,36.0,1540.0,FALSE,0,0,18,TRUE,TRUE
80,,,,,1600.0,FALSE,0,0,0,FALSE,FALSE
81,3.95,3.95,3.95,32.0,1430.0,FALSE,0,0,21,FALSE,TRUE
82,3.2,4.0,4.0,30.0,1370.0,FALSE,0,0,11,TRUE,TRUE
83,3.8,3.8,3.8,,1480.0,FALSE,0,0,7,FALSE,FALSE
84,,,,,,FALSE,0,0,0,FALSE,FALSE
85,4.2,4.2,4.2,35.0,1480.0,FALSE,0,0,9,FALSE,FALSE
86,,,,,,FALSE,0,0,5,FALSE,TRUE
87,3.0,3.5,3.5,,1370.0,FALSE,0,0,5,FALSE,FALSE
88,3.8,4.0,4.0,,,FALSE,0,0,24,FALSE,FALSE
89,3.88,3.88,3.88,,1560.0,FALSE,0,1,1,TRUE,TRUE
90,3.8,4.18,4.18,,1560.0,FALSE,1,0,14,FALSE,FALSE
91,3.94,4.44,4.44,,1530.0,TRUE,0,0,9,FALSE,TRUE
92,3.9,3.9,3.9,35.0,1540.0,FALSE,0,0,11,FALSE,FALSE
93,3.83,4.4,4.4,33.0,1460.0,FALSE,0,0,17,FALSE,FALSE
94,,,,,,FALSE,0,0,0,FALSE,FALSE
95,3.852,96.3,96.3,,,FALSE,0,0,16,FALSE,FALSE
96,,,,,,FALSE,0,0,0,FALSE,FALSE
97,3.88,4.37,4.37,32.0,1430.0,FALSE,0,0,13,FALSE,FALSE
98,4.0,4.58,4.58,,,FALSE,0,0,7,FALSE,TRUE
99,3.51,4.2,4.2,,,FALSE,0,1,29,FALSE,FALSE
100,3.72,4.0,4.0,,1550.0,FALSE,0,0,8,FALSE,FALSE
101,3.95,4.33,4.33,,1560.0,FALSE,0,0,4,FALSE,TRUE
102,,,,,,FALSE,0,0,3,FALSE,FALSE
103,3.7,4.4,4.4,33.0,1400.0,FALSE,0,0,21,FALSE,FALSE
104,3.75,3.75,3.75,,1390.0,FALSE,0,0,7,FALSE,FALSE
105,3.94,3.94,3.94,,1550.0,FALSE,0,0,13,FALSE,FALSE
106,3.75,4.01,4.01,36.0,1590.0,FALSE,0,0,7,FALSE,FALSE
107,,,,,,FALSE,0,0,0,FALSE,FALSE
108,,,,,,FALSE,0,0,0,FALSE,FALSE
109,,,,,,FALSE,0,0,0,FALSE,FALSE
110,,,,,,FALSE,0,0,4,FALSE,FALSE
111,3.665,3.665,3.665,,,FALSE,0,0,5,FALSE,FALSE
112,3.6,4.4,4.4,30.0,1410.0,FALSE,0,1,22,FALSE,FALSE
113,,,,,,FALSE,0,0,23,FALSE,TRUE
114,4.0,4.82,4.82,,1590.0,FALSE,0,0,0,FALSE,FALSE
115,,,,,,FALSE,0,1,30,FALSE,TRUE
116,,,,,,FALSE,0,0,0,FALSE,FALSE
117,4.0,4.83,4.83,,1570.0,FALSE,0,1,1,FALSE,FALSE
118,,,,34.0,1500.0,FALSE,0,1,29,FALSE,TRUE
119,3.95,4.44,4.44,34.0,1550.0,FALSE,0,0,4,FALSE,FALSE
120,,,,,,FALSE,0,0,32,FALSE,TRUE
121,,,,,,FALSE,0,0,0,FALSE,FALSE
122,,,,,,FALSE,0,0,0,FALSE,FALSE
123,3.95,4.2,4.2,,1530.0,FALSE,0,0,19,FALSE,TRUE
124,3.748,93.7,96.98,35.0,1540.0,FALSE,0,0,0,FALSE,FALSE
125,3.932,98.3,98.3,,,FALSE,0,0,19,FALSE,FALSE
126,6.73,6.73,6.73,,1430.0,FALSE,0,0,8,FALSE,FALSE
127,4.0,5.76,6.0,31.0,1400.0,FALSE,0,0,20,FALSE,FALSE
128,,,,,,FALSE,0,0,4,FALSE,FALSE
129,,,,,,FALSE,0,0,36,FALSE,FALSE
130,3.99,3.99,3.99,,1520.0,FALSE,0,0,0,FALSE,FALSE
131,3.83,4.0,4.0,31.0,1400.0,FALSE,0,0,0,FALSE,FALSE
132,,,,,1430.0,FALSE,0,0,0,FALSE,FALSE
133,3.2,4.33,4.33,,,FALSE,0,0,32,FALSE,TRUE
134,4.0,4.0,4.0,,,FALSE,0,1,32,FALSE,FALSE
135,,,,,,FALSE,0,0,18,FALSE,TRUE
136,4.0,5.05,5.05,,,FALSE,0,0,28,TRUE,TRUE
137,3.667,3.742,3.742,,,FALSE,0,0,6,TRUE,TRUE
138,,,,,,FALSE,0,0,0,FALSE,FALSE
139,3.95,4.73,4.73,,1550.0,FALSE,0,1,24,TRUE,TRUE
140,,,,,,FALSE,0,1,11,FALSE,FALSE
141,3.8,3.8,3.8,,,FALSE,0,0,0,FALSE,FALSE
142,3.92,3.92,3.92,36.0,1590.0,FALSE,0,1,36,FALSE,TRUE
143,,,,,,FALSE,0,0,0,FALSE,FALSE
144,,,,32.0,1450.0,FALSE,0,1,5,FALSE,FALSE
145,3.97,4.33,4.33,,1430.0,FALSE,0,1,61,FALSE,FALSE
146,,,,,,FALSE,0,0,0,FALSE,FALSE
147,,,,,,FALSE,1,1,12,TRUE,TRUE
148,3.84,4.2,4.44,33.0,1350.0,FALSE,0,0,17,FALSE,TRUE
149,4.0,4.55,4.55,33.0,1450.0,FALSE,0,1,0,FALSE,FALSE
150,3.8,4.5,4.5,,1580.0,FALSE,0,0,0,FALSE,FALSE
151,3.9,3.9,3.9,,,FALSE,0,0,39,FALSE,FALSE
152,4.42,4.42,4.42,,1540.0,FALSE,0,1,4,FALSE,FALSE
153,4.0,4.3,4.3,,1550.0,TRUE,0,0,13,FALSE,TRUE
154,,,,,,FALSE,0,0,20,FALSE,FALSE
155,,,,,,FALSE,0,0,9,FALSE,TRUE
156,,,,32.0,1440.0,FALSE,0,0,17,TRUE,TRUE
157,4.0,4.0,4.0,35.0,1540.0,FALSE,0,0,2,FALSE,FALSE
158,3.6,3.92,3.92,,1560.0,FALSE,0,0,0,FALSE,FALSE
159,,,,,,FALSE,0,0,6,FALSE,FALSE
160,4.0,4.83,4.83,,,FALSE,0,0,23,TRUE,TRUE
161,4.0,4.8,4.8,,,FALSE,0,0,15,FALSE,TRUE
162,,,,,,FALSE,0,1,0,FALSE,FALSE
163,3.94,3.94,3.94,32.0,1430.0,FALSE,0,0,18,TRUE,TRUE
164,3.6,3.65,3.65,,,FALSE,0,0,5,TRUE,TRUE
165,,,,,,FALSE,0,0,12,FALSE,FALSE
166,,,,,,FALSE,0,0,9,FALSE,FALSE
167,3.51,4.1,4.1,,,FALSE,0,0,3,FALSE,FALSE
168,3.283,4.083,4.083,35.0,1540.0,FALSE,0,0,0,FALSE,FALSE
169,3.92,4.4,4.4,,1560.0,FALSE,0,0,4,FALSE,FALSE
170,,,,,,FALSE,0,1,7,FALSE,FALSE
171,3.5,3.5,3.5,27.0,1280.0,FALSE,1,0,26,FALSE,FALSE
172,,,,,,FALSE,0,0,34,FALSE,FALSE
173,,,,30.0,1370.0,FALSE,0,0,0,FALSE,FALSE
174,,,,,,FALSE,0,0,2,FALSE,FALSE
175,3.84,4.2,5.0,35.0,1540.0,FALSE,0,0,0,FALSE,FALSE
176,3.89,4.67,5.0,,,FALSE,0,0,28,FALSE,FALSE
177,,,,33.0,1460.0,FALSE,0,0,0,FALSE,FALSE
178,,,,,,TRUE,0,0,25,TRUE,TRUE
179,3.98,4.11,4.11,30.0,1420.0,FALSE,0,0,22,FALSE,FALSE
180,3.5780000000000000,3.5780000000000000,3.5780000000000000,,1480.0,FALSE,0,0,6,FALSE,FALSE
181,,,,,,FALSE,0,0,1,FALSE,FALSE
182,3.9,3.9,3.9,35.0,1540.0,FALSE,0,0,10,FALSE,FALSE
183,4.0,4.0,4.0,,,FALSE,0,1,11,FALSE,FALSE
184,3.53,4.03,4.03,,1580.0,FALSE,0,0,0,FALSE,FALSE
185,3.7,4.2,4.5,,,FALSE,0,0,6,FALSE,TRUE
186,,,,,,FALSE,0,0,3,FALSE,TRUE
187,3.97,4.37,4.37,,1510.0,FALSE,0,0,7,FALSE,FALSE
188,,,,,,FALSE,0,1,19,FALSE,FALSE
189,,,,,,FALSE,0,0,0,FALSE,FALSE
190,3.8,4.4,4.4,,,FALSE,0,1,21,FALSE,FALSE
191,3.83,4.38,4.38,,,FALSE,0,0,1,FALSE,FALSE
192,,,,,,FALSE,0,0,0,FALSE,FALSE
193,,,,,1490.0,FALSE,0,0,5,FALSE,FALSE
194,4.48,4.48,4.48,33.0,1600.0,FALSE,0,1,23,FALSE,FALSE
195,5.44,5.44,6.0,28.0,1350.0,FALSE,0,0,0,FALSE,FALSE
196,3.7,3.7,3.7,,,FALSE,0,0,1,FALSE,FALSE
197,,,,,,FALSE,0,0,24,FALSE,FALSE
198,4.0,4.0,4.0,35.0,1540.0,FALSE,0,0,15,FALSE,FALSE
199,3.94,98.5,98.5,,,FALSE,0,0,4,FALSE,FALSE
200,,,,,,FALSE,1,0,67,FALSE,FALSE
201,,,,,,FALSE,0,0,65,FALSE,TRUE
202,3.95,3.95,3.95,34.0,1560.0,FALSE,0,0,9,FALSE,FALSE
203,4.543,4.543,4.543,,,FALSE,0,0,0,FALSE,FALSE
204,,,,,,FALSE,0,0,0,FALSE,FALSE
205,,,,,,FALSE,0,0,15,FALSE,FALSE
206,,,,,,FALSE,0,0,19,FALSE,TRUE
207,3.9544,98.86,98.86,,,FALSE,0,0,0,FALSE,FALSE
208,,,,,,FALSE,0,0,0,FALSE,FALSE
209,4.0,4.48,4.48,35.0,1580.0,FALSE,0,0,0,FALSE,FALSE
210,3.9,4.1,4.1,,,FALSE,0,0,7,TRUE,TRUE
211,,,,,,FALSE,0,0,0,FALSE,FALSE
212,,,,,,FALSE,0,1,16,FALSE,FALSE
213,4.34,4.34,6.88,38.0,1520.0,FALSE,0,1,32,FALSE,FALSE
214,4.34,4.34,6.88,38.0,1520.0,FALSE,0,1,0,FALSE,FALSE
215,,,,36.0,1580.0,FALSE,0,0,0,FALSE,TRUE
216,3.98,4.55,4.55,,,FALSE,0,1,14,TRUE,TRUE
217,4.0,4.85,4.85,,1590.0,FALSE,0,1,14,TRUE,TRUE
218,4.0,4.0,4.0,26.0,1240.0,FALSE,0,0,19,TRUE,TRUE
219,,,,,,FALSE,0,0,35,FALSE,FALSE
220,5.54,5.54,6.0,,,FALSE,0,0,24,TRUE,TRUE
221,4.0,4.6,4.6,,1540.0,FALSE,0,0,13,FALSE,FALSE
222,3.8,3.8,3.8,36.0,1590.0,FALSE,0,1,4,FALSE,FALSE
223,5.17,5.17,5.17,34.0,1510.0,FALSE,0,1,14,FALSE,FALSE
224,4.0,4.0,4.0,,1300.0,FALSE,0,0,16,FALSE,FALSE
225,3.98,4.294,4.294,32.0,1430.0,FALSE,0,0,2,FALSE,FALSE
226,,,,,,FALSE,0,0,30,FALSE,FALSE
227,4.98,4.98,5.84,,,FALSE,0,0,20,FALSE,FALSE
228,,,,,,FALSE,0,0,16,FALSE,FALSE
229,3.906,97.65,97.65,,1560.0,FALSE,0,0,28,FALSE,FALSE
230,4.0,4.0,4.0,,1510.0,FALSE,0,1,36,FALSE,FALSE
231,,,,,,FALSE,0,1,11,FALSE,FALSE
232,4.48,4.48,4.48,,,FALSE,0,0,33,FALSE,TRUE
233,,,,30.0,1370.0,FALSE,0,0,10,TRUE,TRUE
234,3.8664,96.66,96.66,,1530.0,FALSE,0,0,3,TRUE,TRUE
235,3.9,3.9,3.9,,1550.0,FALSE,0,1,36,FALSE,FALSE
236,3.99,3.99,3.99,35.0,1540.0,FALSE,0,0,3,FALSE,FALSE
237,,,,,,FALSE,0,1,17,FALSE,FALSE
238,4.0,97.231,97.231,,1550.0,FALSE,0,0,10,TRUE,TRUE
239,3.98,4.32,4.32,,1530.0,FALSE,0,1,18,FALSE,FALSE
240,3.93,4.85,4.85,,1560.0,FALSE,0,0,0,FALSE,FALSE
241,4.75,4.75,4.75,,1590.0,FALSE,0,1,71,FALSE,FALSE
242,3.9,4.0,4.0,,,FALSE,1,1,24,FALSE,TRUE
243,3.98,4.25,4.25,27.0,1280.0,FALSE,1,0,15,TRUE,TRUE
244,3.85,4.6,4.6,36.0,1590.0,FALSE,0,1,39,FALSE,FALSE
245,4.0,5.555,6.0,,1590.0,FALSE,0,1,42,FALSE,FALSE
246,3.952,98.8,98.8,,1460.0,FALSE,0,0,13,FALSE,FALSE
247,,,,,,FALSE,0,1,10,TRUE,TRUE
248,4.57,4.57,4.57,,,FALSE,0,1,13,TRUE,TRUE
249,3.79,4.0,4.0,,,FALSE,0,0,11,FALSE,FALSE
250,,,,,1450.0,FALSE,1,1,35,FALSE,FALSE
251,3.9,4.6,4.6,,,FALSE,0,0,16,FALSE,TRUE
252,4.0,4.1160000000000000,4.1160000000000000,,,FALSE,0,0,4,FALSE,FALSE
253,,,,,,FALSE,0,0,18,FALSE,FALSE
254,3.7760000000000000,94.4,94.4,36.0,1250.0,FALSE,0,1,23,FALSE,TRUE
255,,,,,,FALSE,0,0,29,FALSE,FALSE
256,,,,,,FALSE,0,0,0,FALSE,FALSE
257,4.0,4.7,4.7,36.0,1560.0,FALSE,0,1,39,FALSE,FALSE
258,4.0,4.75,4.75,33.0,1460.0,FALSE,0,0,1,FALSE,FALSE
259,3.97,4.44,4.44,,1590.0,FALSE,0,1,8,FALSE,FALSE
260,,,,,,FALSE,0,1,9,FALSE,FALSE
261,4.0,4.48,4.48,35.0,1560.0,FALSE,0,0,20,FALSE,TRUE
262,,,,,1420.0,FALSE,0,1,19,FALSE,TRUE
263,3.98,4.6,4.6,33.0,1460.0,FALSE,0,0,0,FALSE,FALSE
264,,,,,,TRUE,0,0,47,TRUE,TRUE
265,3.77,3.77,3.77,31.0,1460.0,FALSE,0,0,12,FALSE,TRUE
266,,,,,,FALSE,0,1,11,FALSE,FALSE
267,4.0,4.621,4.621,,,FALSE,0,0,0,FALSE,FALSE
268,3.98,4.4,5.0,34.0,1500.0,FALSE,0,0,30,FALSE,FALSE
269,3.84,4.46,4.46,34.0,1310.0,FALSE,0,0,0,FALSE,FALSE
270,,,,,,FALSE,1,1,23,FALSE,TRUE
271,4.0,4.77,4.77,,1600.0,FALSE,0,1,56,FALSE,FALSE
272,,,,,,FALSE,0,0,8,TRUE,TRUE
273,4.0,4.4,4.4,24.0,1140.0,FALSE,0,0,0,FALSE,FALSE
274,4.0,4.41,4.41,36.0,1590.0,FALSE,0,0,26,FALSE,TRUE
275,,,,35.0,1530.0,FALSE,0,0,1,FALSE,FALSE
276,4.0,4.6,4.6,,,FALSE,1,1,27,FALSE,FALSE
277,,,,,,FALSE,1,1,23,FALSE,FALSE
278,,,,,,FALSE,0,0,25,TRUE,TRUE
279,3.99,3.99,3.99,,,FALSE,0,1,21,FALSE,TRUE
280,4.0,4.15,4.56,,,FALSE,0,0,1,FALSE,FALSE
281,4.0,4.0,4.0,30.0,1370.0,FALSE,0,0,0,FALSE,FALSE
282,,,,35.0,1550.0,FALSE,0,1,19,FALSE,FALSE
283,,,,27.0,1490.0,FALSE,0,0,19,FALSE,FALSE
284,3.94,4.0,4.0,,1520.0,FALSE,0,0,15,FALSE,FALSE
285,4.0,4.74,4.74,,,FALSE,0,0,19,FALSE,FALSE
286,4.0,6.19,6.19,,,TRUE,0,1,15,FALSE,TRUE
287,,,,32.0,1280.0,FALSE,0,0,7,FALSE,FALSE
288,3.9,4.3,4.3,,,FALSE,0,0,13,FALSE,FALSE
289,3.9,4.3,4.3,29.0,1340.0,FALSE,0,1,37,FALSE,FALSE
290,3.98,4.48,4.48,,,FALSE,0,0,12,TRUE,TRUE
291,3.944,98.6,98.6,32.0,1480.0,FALSE,0,0,28,FALSE,FALSE
292,3.48,3.96,3.96,,,FALSE,0,0,27,FALSE,FALSE
293,3.7,4.63,4.63,,,FALSE,0,0,20,FALSE,FALSE
294,3.85,4.113,4.113,,,FALSE,0,0,5,FALSE,FALSE
295,3.8,3.8,3.8,,1530.0,FALSE,0,1,73,FALSE,FALSE
296,3.8,3.8,3.8,,,FALSE,0,0,13,FALSE,FALSE
297,4.14,4.14,4.3,,,FALSE,0,0,19,FALSE,FALSE
298,,,,,,FALSE,0,0,5,FALSE,TRUE
299,3.7,4.0,4.0,,,FALSE,0,1,3,FALSE,FALSE
300,,,,,,TRUE,0,0,39,FALSE,TRUE
301,,,,33.0,1460.0,FALSE,0,0,7,TRUE,TRUE
302,,,,28.0,1310.0,FALSE,0,1,7,FALSE,TRUE
303,,,,,,FALSE,0,0,0,FALSE,FALSE
304,3.73,4.03,4.08,,,FALSE,0,0,14,FALSE,TRUE
305,3.95,4.505,4.505,,,FALSE,0,0,13,FALSE,FALSE
306,,,,,1580.0,FALSE,0,0,0,FALSE,FALSE
307,3.98,4.45,4.45,,,FALSE,0,1,16,FALSE,TRUE
308,3.96,4.54,4.54,,1210.0,FALSE,0,0,14,TRUE,TRUE
309,3.98,4.7,4.7,,1510.0,FALSE,0,0,3,FALSE,FALSE
310,4.0,4.0,4.0,30.0,1430.0,FALSE,0,0,10,TRUE,TRUE
311,,,,,,FALSE,0,0,2,FALSE,FALSE
312,,,,,,FALSE,1,0,7,FALSE,FALSE
313,,,,,1590.0,FALSE,0,0,11,FALSE,FALSE
314,4.0,4.67,4.67,35.0,1560.0,FALSE,0,0,30,FALSE,FALSE
315,,,,,,FALSE,0,0,11,FALSE,FALSE
316,4.0,5.5920000000000000,5.5920000000000000,,,FALSE,0,0,9,FALSE,FALSE
317,3.8936,97.34,97.34,,,TRUE,0,0,57,FALSE,TRUE
318,4.0,4.0,4.0,,,FALSE,0,0,2,FALSE,FALSE
319,3.8,4.2,4.2,,,FALSE,0,1,38,TRUE,TRUE
320,3.96,3.96,3.96,,1560.0,FALSE,0,1,6,FALSE,FALSE
321,4.0,4.0,4.0,35.0,1540.0,FALSE,0,0,5,FALSE,FALSE
322,,,,35.0,1540.0,FALSE,0,0,27,FALSE,FALSE
323,3.96,3.96,3.96,,,FALSE,1,0,17,FALSE,FALSE
324,,,,,,FALSE,0,0,6,TRUE,TRUE
325,,,,,,FALSE,0,0,4,FALSE,FALSE
326,3.8188,95.47,95.47,,,FALSE,1,0,33,TRUE,TRUE
327,3.74,4.32,4.32,35.0,1490.0,FALSE,0,0,0,FALSE,FALSE
328,,,,,,FALSE,0,0,7,FALSE,FALSE
329,,,,,1580.0,FALSE,0,1,6,FALSE,FALSE
330,,,,,,FALSE,0,1,25,FALSE,FALSE
331,,,,,,FALSE,0,0,0,FALSE,TRUE
332,,,,,,FALSE,0,0,4,FALSE,FALSE
333,3.83,4.12,4.48,32.0,1430.0,FALSE,0,0,0,FALSE,FALSE
334,3.56,3.56,3.56,32.0,1390.0,FALSE,0,0,0,FALSE,FALSE
335,3.9,4.33,4.33,,,FALSE,0,0,3,FALSE,FALSE
336,,,,,,FALSE,0,0,18,FALSE,FALSE
337,3.93,3.93,3.93,,1570.0,FALSE,0,0,7,FALSE,FALSE
338,,,,,1500.0,FALSE,0,1,8,FALSE,FALSE
339,3.92,4.25,4.25,34.0,1460.0,FALSE,0,0,7,FALSE,FALSE
340,,,,,,FALSE,1,1,16,TRUE,TRUE
341,,,,,,FALSE,0,0,11,FALSE,FALSE
342,3.3,3.3,3.3,,,FALSE,0,0,15,TRUE,TRUE
343,,,,,,FALSE,0,0,0,FALSE,FALSE
344,3.8,3.8,3.8,,,FALSE,0,1,25,FALSE,TRUE
345,,,,,,FALSE,0,0,0,FALSE,FALSE
346,3.98,4.422,4.422,32.0,1430.0,FALSE,0,0,9,FALSE,FALSE
347,,,,,,FALSE,0,0,0,FALSE,FALSE
348,3.8,4.3,5.22,27.0,1280.0,FALSE,0,0,11,FALSE,FALSE
349,,,,,,FALSE,0,0,0,FALSE,FALSE
350,3.98,3.98,3.98,29.0,1320.0,FALSE,0,0,40,FALSE,TRUE
351,,,,,,FALSE,0,0,6,FALSE,FALSE
352,,,,,,FALSE,1,1,15,FALSE,FALSE
353,3.98,4.35,4.35,,1160.0,FALSE,0,0,0,FALSE,TRUE
354,,,,,1410.0,FALSE,0,0,16,FALSE,FALSE
355,4.23,4.23,4.23,33.0,1460.0,FALSE,0,0,14,FALSE,FALSE
356,,,,,,FALSE,0,0,6,FALSE,FALSE
357,,,,,,FALSE,0,0,13,FALSE,FALSE
358,3.94,3.94,3.94,36.0,1590.0,FALSE,0,0,36,FALSE,FALSE
359,3.864,96.6,96.6,,,FALSE,0,0,18,FALSE,TRUE
360,,,,,,FALSE,0,0,0,FALSE,FALSE
361,3.95,4.5,4.5,31.0,1400.0,FALSE,0,0,0,FALSE,FALSE
362,,,,34.0,1500.0,FALSE,0,0,0,FALSE,FALSE
363,3.91,4.75,4.75,,1000.0,FALSE,0,0,2,FALSE,TRUE
364,,,,,,FALSE,1,0,7,FALSE,TRUE
365,4.0,4.5,4.5,,1590.0,FALSE,0,0,0,FALSE,FALSE
366,4.0,4.0,4.0,,1360.0,FALSE,0,1,27,FALSE,TRUE
367,4.0,4.0,4.0,34.0,1520.0,FALSE,0,0,20,FALSE,FALSE
368,3.81,4.45,4.45,,1460.0,FALSE,0,0,3,FALSE,FALSE
369,,,,,,FALSE,0,0,0,FALSE,FALSE
370,,,,,,FALSE,0,0,14,TRUE,TRUE
371,,,,,,FALSE,0,0,28,TRUE,TRUE
372,3.65,3.65,3.65,,1530.0,FALSE,0,0,24,FALSE,TRUE
373,,,,,,FALSE,0,0,4,FALSE,FALSE
374,,,,,,FALSE,0,0,7,FALSE,FALSE
375,,,,,,FALSE,0,0,0,FALSE,FALSE
376,3.64,3.8,3.8,,,FALSE,0,0,11,FALSE,FALSE
