,gpas_uw,gpas_w,gpas_max,act_score,sat_score,stanford_admit,hook_admit,competetive,ap_count,ivy_admit,top_25_admit
760,3.96,4.5,4.5,35.0,1520.0,FALSE,0,0,0,FALSE,FALSE
761,3.9,4.36,4.42,,,FALSE,0,0,7,TRUE,TRUE
762,4.0,4.0,4.0,,,FALSE,1,0,16,TRUE,TRUE
763,3.58,4.0,4.0,35.0,1540.0,FALSE,0,0,28,FALSE,FALSE
764,3.61,4.1,4.1,,,FALSE,0,0,4,FALSE,FALSE
765,3.4,3.6,3.6,33.0,1460.0,FALSE,0,0,3,FALSE,FALSE
766,,,,31.0,1400.0,FALSE,0,0,1,FALSE,FALSE
767,3.85,3.85,3.85,,1560.0,FALSE,0,0,6,FALSE,FALSE
768,3.4,3.9,3.9,33.0,1460.0,FALSE,0,0,12,FALSE,FALSE
769,3.3,4.0,4.0,,1560.0,FALSE,0,0,4,FALSE,FALSE
770,,,,,,FALSE,0,0,11,FALSE,FALSE
771,3.81,3.81,3.81,,1030.0,FALSE,0,0,5,FALSE,FALSE
772,3.98,3.98,3.98,33.0,1560.0,FALSE,0,0,4,FALSE,FALSE
773,3.9,4.0,4.0,35.0,1460.0,FALSE,0,0,10,FALSE,FALSE
774,3.99,3.99,3.99,25.0,1210.0,FALSE,0,1,37,FALSE,FALSE
775,3.9,3.9,3.9,28.0,1310.0,FALSE,0,0,5,FALSE,FALSE
776,4.0,4.0,4.0,,,FALSE,0,0,6,FALSE,FALSE
777,4.6,4.6,4.6,,1590.0,FALSE,0,0,4,FALSE,FALSE
778,4.61,4.61,4.61,,1600.0,FALSE,1,1,36,FALSE,TRUE
779,3.9,3.9,3.9,,1550.0,FALSE,0,0,8,FALSE,FALSE
780,,,,,,FALSE,1,0,25,FALSE,TRUE
781,3.8172,95.43,95.43,28.0,1450.0,FALSE,0,0,1,FALSE,FALSE
782,4.0,4.0,4.0,34.0,1420.0,FALSE,0,0,12,FALSE,FALSE
783,4.6,4.6,4.7,,1570.0,FALSE,0,1,35,FALSE,FALSE
784,3.8,4.44,4.44,,1520.0,FALSE,0,0,8,FALSE,TRUE
785,,,,,,FALSE,0,0,12,FALSE,TRUE
786,4.0,4.8,4.8,36.0,1600.0,FALSE,0,0,3,FALSE,FALSE
787,3.65,3.8,3.8,,1470.0,FALSE,0,0,0,FALSE,FALSE
788,3.44,3.86,3.86,33.0,1490.0,FALSE,1,0,18,FALSE,FALSE
789,3.8,3.8,3.8,30.0,1370.0,FALSE,0,0,16,FALSE,FALSE
790,4.0,4.3,4.3,,,FALSE,0,0,0,FALSE,FALSE
791,3.8,5.8,6.0,34.0,1580.0,FALSE,0,0,0,FALSE,FALSE
792,4.0,4.5,4.5,36.0,1590.0,FALSE,0,0,21,FALSE,FALSE
793,3.96,4.42,4.42,,,FALSE,0,0,28,TRUE,TRUE
794,3.45,3.45,3.45,,1480.0,FALSE,0,0,0,FALSE,FALSE
795,3.96,4.46,4.5,,1580.0,FALSE,0,1,21,FALSE,TRUE
796,4.0,4.59,4.59,,,FALSE,0,1,7,FALSE,FALSE
797,4.0,4.0,4.0,35.0,1510.0,FALSE,0,0,24,FALSE,TRUE
798,,,,33.0,1520.0,FALSE,0,0,23,TRUE,TRUE
799,,,,27.0,1280.0,FALSE,0,0,2,TRUE,TRUE
800,3.98,4.48,4.48,35.0,1540.0,FALSE,0,0,23,FALSE,FALSE
801,3.7,4.3,4.3,,,FALSE,0,0,23,FALSE,FALSE
802,4.0,4.0,4.0,,,FALSE,0,0,5,TRUE,TRUE
803,,,,44.0,1560.0,FALSE,0,0,5,FALSE,FALSE
804,3.95,3.95,3.95,,,FALSE,0,0,11,FALSE,FALSE
805,,,,,,FALSE,0,0,10,TRUE,TRUE
806,3.89,4.28,4.28,,1230.0,FALSE,0,0,0,FALSE,FALSE
807,4.0,4.3,4.3,,,FALSE,0,0,4,FALSE,FALSE
808,,,,33.0,1470.0,FALSE,0,0,12,FALSE,FALSE
809,3.66,3.78,3.78,33.0,1460.0,FALSE,0,0,18,FALSE,FALSE
810,3.97,3.97,3.97,,1570.0,FALSE,0,1,8,FALSE,FALSE
811,3.93,4.5,4.5,33.0,1490.0,FALSE,0,1,6,FALSE,FALSE
812,3.9,4.0,4.0,33.0,1460.0,TRUE,0,0,10,FALSE,TRUE
813,3.9,3.9,3.9,,1510.0,TRUE,0,0,17,TRUE,TRUE
814,3.85,4.6,4.6,23.0,1140.0,FALSE,0,0,3,FALSE,TRUE
815,3.98,4.57,4.57,35.0,1520.0,FALSE,0,0,5,FALSE,FALSE
816,4.0,4.0,4.0,,1530.0,FALSE,0,0,0,FALSE,FALSE
817,3.24,3.76,3.76,30.0,1370.0,FALSE,0,0,10,FALSE,FALSE
818,3.9,4.0,4.0,,1590.0,FALSE,0,1,15,FALSE,TRUE
819,3.88,4.38,4.58,,1500.0,FALSE,0,0,5,FALSE,TRUE
820,4.0,4.4,4.4,35.0,1590.0,FALSE,0,0,19,FALSE,FALSE
821,2.95,4.5,4.5,,,FALSE,0,0,39,FALSE,FALSE
822,,,,,,TRUE,0,0,21,FALSE,TRUE
823,4.0,4.6,4.6,34.0,1500.0,FALSE,0,1,11,FALSE,FALSE
824,4.0,4.0,4.0,,,FALSE,0,0,3,FALSE,FALSE
825,3.5,3.5,3.5,,1280.0,FALSE,0,0,5,FALSE,FALSE
826,3.7,3.7,3.7,34.0,1500.0,FALSE,0,0,10,TRUE,TRUE
827,3.3,3.3,3.3,25.0,1190.0,FALSE,0,1,17,FALSE,FALSE
828,3.91,4.54,4.54,29.0,1340.0,FALSE,0,1,19,FALSE,FALSE
829,3.92,3.92,3.92,,1490.0,FALSE,0,0,18,FALSE,FALSE
830,,,,,1510.0,FALSE,0,0,1,FALSE,FALSE
831,,,,27.0,1280.0,FALSE,0,1,7,FALSE,FALSE
832,,,,,,FALSE,0,0,8,TRUE,TRUE
833,3.8,4.5,4.5,32.0,1430.0,FALSE,0,0,26,FALSE,FALSE
834,,,,,,FALSE,0,0,11,FALSE,FALSE
835,4.0,4.0,4.0,35.0,1540.0,FALSE,0,1,12,FALSE,TRUE
836,3.1,5.07,6.0,,,FALSE,0,0,23,FALSE,FALSE
837,3.24,3.85,3.85,,1210.0,FALSE,0,0,13,FALSE,FALSE
838,,,,36.0,1590.0,FALSE,1,0,15,TRUE,TRUE
839,3.818,4.83,4.83,33.0,1460.0,FALSE,0,0,5,FALSE,FALSE
840,3.95,3.95,3.95,34.0,1500.0,FALSE,0,1,2,FALSE,FALSE
841,3.0,3.0,3.0,,,FALSE,0,0,0,FALSE,FALSE
842,3.92,3.92,3.92,33.0,1460.0,FALSE,0,0,14,FALSE,FALSE
843,3.71,3.71,3.71,28.0,1310.0,FALSE,0,0,11,FALSE,FALSE
844,4.0,4.6,4.6,36.0,1590.0,FALSE,0,0,2,FALSE,FALSE
845,3.55,4.05,4.05,31.0,1400.0,FALSE,0,0,10,FALSE,FALSE
846,,,,32.0,1600.0,FALSE,0,0,12,FALSE,TRUE
847,3.81,4.6,4.6,,,FALSE,0,0,3,FALSE,TRUE
848,3.95,3.95,3.95,,,FALSE,0,0,16,TRUE,TRUE
849,3.81,3.81,3.81,34.0,1470.0,FALSE,1,0,17,TRUE,TRUE
850,3.25,3.55,3.55,27.0,1230.0,FALSE,0,1,8,FALSE,FALSE
851,3.03,3.4,3.4,,1220.0,FALSE,0,0,15,FALSE,FALSE
852,4.5,4.5,4.5,36.0,1560.0,FALSE,0,0,23,FALSE,FALSE
853,4.0,4.4,4.4,35.0,1540.0,FALSE,0,1,14,FALSE,FALSE
854,,,,,,FALSE,1,0,30,TRUE,TRUE
855,,,,25.0,1330.0,FALSE,0,0,12,FALSE,TRUE
856,3.86,3.86,3.86,,1250.0,FALSE,0,0,7,FALSE,FALSE
857,3.95,4.71,5.0,33.0,1550.0,FALSE,0,1,19,FALSE,FALSE
858,3.95,3.95,3.95,,1550.0,FALSE,0,0,0,FALSE,FALSE
859,4.0,4.6,4.6,32.0,1500.0,FALSE,0,0,14,TRUE,TRUE
860,3.79,3.79,3.79,32.0,1430.0,FALSE,1,0,9,FALSE,FALSE
861,4.0,4.532,4.532,32.0,1580.0,FALSE,0,0,5,FALSE,FALSE
862,3.9,4.4,4.4,,1590.0,FALSE,0,1,9,FALSE,FALSE
863,3.3,3.8,3.8,32.0,1430.0,FALSE,0,1,10,FALSE,FALSE
864,4.0,4.26,4.26,35.0,1540.0,FALSE,0,1,5,FALSE,FALSE
865,3.78,3.78,3.78,28.0,1500.0,FALSE,0,0,6,FALSE,FALSE
866,,,,,1550.0,FALSE,0,0,22,FALSE,FALSE
867,,,,,1290.0,FALSE,0,1,11,FALSE,FALSE
868,4.0,4.0,4.0,,,FALSE,0,0,0,FALSE,FALSE
869,4.0,4.0,4.0,29.0,1510.0,FALSE,0,0,5,FALSE,FALSE
870,4.0,4.0,4.0,35.0,1540.0,FALSE,0,0,6,FALSE,FALSE
871,3.68,4.48,4.48,,,FALSE,0,0,21,FALSE,FALSE
872,,,,,,FALSE,0,0,11,FALSE,FALSE
873,3.86,3.86,3.86,,1530.0,FALSE,0,0,2,FALSE,FALSE
874,3.8,4.06,4.06,32.0,1510.0,FALSE,0,0,18,FALSE,FALSE
875,3.94,98.5,98.5,,1540.0,FALSE,0,0,20,FALSE,TRUE
876,4.0,4.0,4.0,,,FALSE,0,0,3,FALSE,TRUE
877,3.56,4.4,4.4,34.0,1460.0,FALSE,0,0,5,FALSE,FALSE
878,,,,,,FALSE,0,0,20,FALSE,FALSE
879,3.91,4.51,4.51,33.0,1520.0,FALSE,0,0,7,FALSE,FALSE
880,3.9,3.9,3.9,36.0,1580.0,TRUE,0,0,21,FALSE,TRUE
881,3.904,4.7780000000000000,4.7780000000000000,,,FALSE,0,1,5,FALSE,FALSE
882,3.792,94.8,95.02,33.0,1560.0,FALSE,0,0,2,FALSE,FALSE
883,,,,,,FALSE,0,0,29,FALSE,FALSE
884,,,,,,FALSE,0,0,8,TRUE,TRUE
885,4.0,4.0,4.0,30.0,1410.0,FALSE,0,0,23,FALSE,FALSE
886,3.97,4.67,4.67,,,FALSE,1,0,13,FALSE,FALSE
887,,,,,1520.0,FALSE,0,0,7,FALSE,FALSE
888,4.0,4.7,4.7,,,FALSE,0,0,4,TRUE,TRUE
889,,,,,1540.0,FALSE,0,1,4,FALSE,FALSE
890,3.96,4.53,4.53,35.0,1580.0,FALSE,0,0,0,FALSE,FALSE
891,4.2,4.2,4.2,,,FALSE,0,0,10,FALSE,FALSE
892,4.0,4.7,4.7,,,FALSE,0,0,30,FALSE,FALSE
893,3.65,4.9,4.9,35.0,1540.0,FALSE,0,0,57,FALSE,FALSE
894,4.0,4.0,4.0,,1590.0,TRUE,0,0,16,TRUE,TRUE
895,3.72,4.05,4.05,,,FALSE,0,1,13,FALSE,FALSE
896,3.4,4.39,4.39,35.0,1540.0,FALSE,0,1,3,FALSE,FALSE
897,,,,32.0,1350.0,FALSE,0,0,9,FALSE,TRUE
898,4.67,4.67,4.67,30.0,1230.0,FALSE,1,0,4,FALSE,TRUE
899,4.0,4.0,4.0,33.0,1460.0,FALSE,0,0,13,FALSE,FALSE
900,3.85,4.35,4.35,,1510.0,FALSE,0,0,9,FALSE,FALSE
901,4.0,4.0,4.0,,1580.0,FALSE,1,1,20,FALSE,FALSE
902,3.66,4.15,4.15,,1420.0,FALSE,0,0,31,FALSE,TRUE
903,3.8,4.9,4.9,32.0,1430.0,FALSE,0,0,11,FALSE,FALSE
904,3.77,4.68,4.68,,,FALSE,1,0,3,TRUE,TRUE
905,3.9,4.15,4.5,27.0,1400.0,FALSE,0,1,22,FALSE,FALSE
906,3.8,3.8,3.8,33.0,1430.0,FALSE,0,0,5,FALSE,FALSE
907,,,,,,FALSE,0,0,24,FALSE,FALSE
908,,,,,,FALSE,0,0,30,TRUE,TRUE
909,3.78,4.018,4.018,,,FALSE,0,0,4,FALSE,FALSE
910,3.55,3.86,3.86,32.0,1450.0,FALSE,0,0,10,FALSE,FALSE
911,3.883,3.883,3.883,,,FALSE,0,0,12,FALSE,FALSE
912,3.89,3.89,3.89,33.0,1540.0,TRUE,0,0,27,FALSE,TRUE
913,4.0,4.0,4.0,,,FALSE,0,1,20,FALSE,TRUE
914,3.67,3.67,3.67,32.0,1430.0,FALSE,0,0,4,FALSE,TRUE
915,3.9,4.7,4.7,33.0,1460.0,FALSE,0,0,12,FALSE,TRUE
916,3.78,4.018,4.018,,,FALSE,0,0,18,FALSE,FALSE
917,3.96,4.52,4.52,35.0,1580.0,FALSE,0,1,21,FALSE,FALSE
918,3.26,3.26,3.26,,1460.0,FALSE,0,0,12,FALSE,FALSE
919,3.85,4.26,4.26,34.0,1500.0,FALSE,0,0,4,FALSE,FALSE
920,3.85,4.5,4.5,27.0,1400.0,FALSE,0,0,4,FALSE,FALSE
921,,,,,,FALSE,1,0,10,FALSE,FALSE
922,3.67,3.67,3.67,32.0,1430.0,FALSE,0,0,10,FALSE,FALSE
923,3.98,4.6,4.6,26.0,1250.0,FALSE,0,0,0,FALSE,FALSE
924,3.75,3.75,3.75,30.0,1370.0,FALSE,0,0,23,FALSE,TRUE
925,4.54,4.54,4.54,,,FALSE,0,0,18,FALSE,FALSE
926,,,,,,FALSE,0,1,34,TRUE,TRUE
927,,,,,,FALSE,0,1,19,FALSE,FALSE
928,3.91,4.51,4.51,33.0,1520.0,FALSE,0,0,13,FALSE,TRUE
929,3.7,5.0,5.0,28.0,1430.0,FALSE,0,1,13,TRUE,TRUE
930,3.94,3.94,3.94,,,FALSE,0,1,17,TRUE,TRUE
931,3.9,3.9,3.9,,,FALSE,0,0,17,TRUE,TRUE
932,3.8,3.8,3.8,,,FALSE,0,0,19,TRUE,TRUE
933,3.6808,92.02,92.02,,,FALSE,0,1,10,FALSE,FALSE
934,3.6,4.2,4.2,,,FALSE,0,0,9,FALSE,FALSE
935,,,,,,FALSE,0,0,16,FALSE,FALSE
936,3.98,4.56,4.56,34.0,1420.0,TRUE,0,0,24,FALSE,TRUE
937,,,,35.0,1540.0,FALSE,0,0,15,FALSE,FALSE
938,3.9,4.0,4.0,,1580.0,FALSE,0,0,6,FALSE,FALSE
939,,,,,,FALSE,0,0,18,FALSE,TRUE
